cust_id,jan_month_spending,jan_month_freq,feb_month_spending,feb_month_freq,mar_month_spending,mar_month_freq,apr_month_spending,apr_month_freq,may_month_spending,may_month_freq,jun_month_spending,jun_month_freq,jul_month_spending,jul_month_freq,aug_month_spending,aug_month_freq,sep_month_spending,sep_month_freq,oct_month_spending,oct_month_freq,nov_month_spending,nov_month_freq,dec_month_spending,dec_month_freq,Monday_spending,Tuesday_spending,Wednesday_spending,Thursday_spending,Friday_spending,Saturday_spending,Sunday_spending,discount_freq,product_types,discount_rate,total_spending,total_freq
96359933,557.73,21,611.28,26,630.18,22,697.42,35,544.53,25,634.04,23,506.7,24,252.35,5,519.16,21,467.95,24,686.52,28,719.2,25,544.4,1420.64,559.97,619.52,1513.45,1338.35,830.73,0.198333867,774,0.059436686,6827.06,0.382191781
96489999,269.18,11,227.47,9,488.05,15,674.09,21,728.58,28,549.56,33,568.74,35,622.06,21,385.43,27,590.55,24,585.56,14,1933.17,18,1028.99,944.66,772.79,1663.17,1657.17,915.25,640.41,0.375907112,678,0.156713652,7622.44,0.350684932
97889831,550.08,23,371.61,20,537.8,19,658.3,22,722.59,26,704.47,27,459.28,20,404.46,33,360.29,19,326.4,19,381.13,13,554.82,26,602.2,1058.68,935.76,955.96,955.3,1033.56,489.77,0.334477685,675,0.176728415,6031.23,0.365753425
98869928,639.09,22,653.51,20,708.04,20,1135.25,22,971.53,21,758.86,21,746.41,25,731.72,25,773.34,26,610.99,22,707.13,22,885.28,24,716.67,1213.8,1925.26,1081.24,1209.78,2680.78,493.62,0.487372014,1559,0.248682132,9321.15,0.369863014
99069931,506.49,19,565.95,26,760.92,20,698.13,32,688.52,20,409.13,19,617.01,31,437.75,32,661.57,33,506.76,25,398.49,21,702.06,25,572.81,721.61,1685.82,987.49,340.74,1779.03,865.28,0.144236073,606,0.093416401,6952.78,0.415068493
99269986,302.95,16,414.7,22,516.34,31,805.66,27,393.49,29,456.11,24,612.89,29,449.59,22,559.44,27,343.53,18,454.51,25,461.8,22,394.27,1012.41,667.05,857.92,1104.07,1143.89,591.4,0.286928369,516,0.170381328,5771.01,0.4
99449893,544.36,33,700.37,31,559.53,33,585.2,35,741.21,40,535.87,35,725.21,39,487.04,30,692.87,34,544.34,30,411.66,26,414.98,23,358.12,885.41,936.84,2055.1,1009.55,1073.58,624.04,0.260016133,861,0.144178249,6942.64,0.532876712
949967,507.44,25,445.33,15,919.41,30,727.25,23,494.49,16,600.19,22,763.72,28,434.73,21,603.26,18,544.31,23,569.43,25,526.68,21,714.79,517.79,854.37,621.8,840.93,1742.81,1843.75,0.272508683,1056,0.13558587,7136.24,0.365753425
3529748,403.42,24,420.72,27,538.97,30,354.53,19,671.49,28,501.3,30,574,24,532.06,27,490.92,29,532.47,23,518.84,26,679.24,24,744.6,853.43,1095.1,1147.06,1143.84,664.3,569.63,0.344182825,826,0.191210175,6217.96,0.426027397
3789930,318.48,20,362.73,20,485.11,24,736.08,22,463.57,19,456.76,22,478.24,20,793.01,27,515.76,21,603.94,26,603.97,28,667.63,30,696.61,845.87,947.21,767.86,599.12,1316.82,1311.79,0.272099448,900,0.131018293,6485.28,0.382191781
6369940,511.64,29,428.35,26,646.14,30,573.5,30,458.41,27,412.93,26,468.41,24,351.91,19,334.44,17,447.37,21,303.57,18,483.23,28,275.47,974.32,765.04,436.21,552.71,1764.77,651.38,0.518010292,1144,0.289034932,5419.9,0.404109589
8399671,569.17,26,428.35,22,964.31,39,1274.52,48,1294.1,55,1113.65,51,1050.72,56,1041.27,50,904.45,47,964.47,48,912.18,47,953.67,50,1215.16,1661.36,1780.58,1359.92,1557.67,2375.42,1520.75,0.381071191,1480,0.191236681,11470.86,0.738356164
9229979,353.08,24,326.66,21,603.72,32,667.48,31,585.26,26,657.24,30,680.73,26,611.84,26,655.79,31,592.15,29,554.88,27,582.95,24,873.92,951.27,1056.51,891.21,1291.49,953.75,853.63,0.224991225,717,0.1364572,6871.78,0.447945205
13029625,613.04,25,303.27,18,500.24,34,641.04,32,602.95,31,263.94,24,397.54,25,485.64,34,504.98,32,506.61,31,433.99,30,671.89,23,488.4,1235.78,1050.87,887.4,1022.67,1044.86,195.15,0.300348432,1065,0.15148612,5925.13,0.464383562
13029758,363.09,24,429.58,20,445.36,30,637.6,30,587.08,31,503.01,29,374.32,23,403.36,24,612.77,32,541.27,29,578.7,27,418.84,26,621.68,871.39,696.36,775.37,1582.66,1192.09,155.43,0.28186831,627,0.124575094,5894.98,0.445205479
18899989,398.2,21,633.81,20,427.14,22,785.29,22,445.94,20,365.13,24,416.47,21,389,17,313.23,19,370.63,16,257.39,15,504.33,23,121.62,155.6,187.23,284.99,793.3,2487.18,1276.64,0.557445044,987,0.293620896,5306.56,0.328767123
19729643,593.9,34,472.81,30,729.93,35,825.84,29,546.33,26,451.36,21,104.54,2,664.08,26,601.21,23,447.59,17,524.91,15,680.65,23,868.06,805.12,759.09,1032.97,701.11,1216.65,1260.15,0.31487056,1191,0.171204789,6643.15,0.384931507
20659743,349.65,23,250.64,14,378.41,18,398.71,21,582.45,31,482.25,27,512.34,26,336.13,26,341.26,23,530.55,31,495.8,28,534.87,30,439.61,762.88,544.35,657.64,780.56,1152.77,855.25,0.374915938,887,0.214536577,5193.06,0.408219178
21849939,821.22,56,732.83,50,924.45,55,837.69,52,772.91,53,831.65,51,955.42,56,953.04,53,686.82,40,783.23,55,800.22,51,1073.44,55,1056.42,1417.08,1904.81,1369.03,1344.57,1688.96,1392.05,0.252590454,1057,0.147435414,10172.92,0.85890411
23969750,435.86,23,348.05,21,348.2,26,474.19,23,425.68,27,558.56,26,580.68,31,448.52,21,432,27,331.24,23,390.86,24,248.93,24,608.77,570.17,764.43,519.57,523.43,788.27,1248.13,0.287521079,835,0.174783664,5022.77,0.405479452
25619933,950.55,51,857.88,49,837.22,45,987.46,50,744.85,44,883.75,44,862.25,50,759.21,40,821.6,38,1060.42,50,802.49,42,1053.35,51,1100.58,1637.01,1704.47,1492.77,1660.82,1670.97,1354.41,0.241904762,849,0.13043375,10621.03,0.75890411
26019702,515.54,29,564.39,30,572.3,31,795.37,32,921.72,34,703.32,31,741.13,31,854.1,33,534.46,24,682.61,27,442.3,24,611.57,24,1430.65,831.61,911.71,987.65,1613.85,926.42,1236.92,0.388010899,1122,0.210062369,7938.81,0.479452055
26759733,521.24,30,378.85,30,506.66,34,403.78,36,646.72,40,579,40,672.45,36,809.88,35,490.66,33,761.62,43,667.44,44,654.81,35,1398.51,1242.39,1121.58,947.48,946.26,671.14,765.75,0.160419092,699,0.062454895,7093.11,0.597260274
27899942,629.86,59,657.66,51,777.72,62,859.11,59,886.92,61,684.15,57,766.97,42,643.38,47,798.07,57,817.03,61,830.87,55,967.21,56,862.11,1243.64,1270.07,1174.86,1570.97,1873.99,1323.31,0.325454225,766,0.140300818,9318.95,0.91369863
28549903,492.14,21,460.71,26,635.29,29,638.85,26,653.15,31,465.12,30,586.71,31,599.08,25,406.1,26,391.18,24,422.24,18,629.82,25,628.42,1148.04,716.87,1449.86,1215.11,1111.55,110.54,0.443969204,1234,0.237327318,6380.39,0.42739726
30199820,687.29,40,659.36,38,857.93,43,814.03,46,1038.56,47,660.88,39,739.61,39,628.56,41,757,38,669.77,35,757.85,42,880.56,38,1411.59,1182.68,1311.52,1480.85,1314.9,1853.97,595.89,0.28339787,683,0.129326183,9151.4,0.665753425
30529672,630.87,32,536.32,25,759.71,33,824.79,28,773.22,29,697.35,28,700.51,29,815.97,26,718.09,29,512.04,34,352.45,27,744.36,30,1081.92,1168.76,1131.38,1339.72,1520.87,726.89,1096.14,0.386312359,1397,0.190837014,8065.68,0.479452055
35269972,454.05,43,356.79,42,445.22,45,602.35,48,547.25,51,463.79,48,487.07,42,479.24,48,516.03,49,451.38,53,477.52,49,422.88,43,738.47,974.74,824.47,718.45,1059.55,903.05,484.84,0.247611671,874,0.154375222,5703.57,0.768493151
35379703,268.18,15,338.49,15,594.23,26,582.53,22,497.15,11,841.53,28,475.58,29,399.41,15,642.29,20,635.52,28,447.08,20,286.88,8,750.06,1614.67,1340.04,815.72,855.58,195.88,436.92,0.274259448,787,0.141900142,6008.87,0.324657534
40499727,387.53,30,490.51,31,542.33,32,569.47,35,496.84,32,577.74,33,619.97,32,573.25,37,513.98,26,283.2,16,263.79,16,415.93,21,127.26,1061.54,826.03,1040.26,1305.32,1335.59,38.54,0.17421981,522,0.071463384,5734.54,0.467123288
46049805,768.34,25,602.35,15,743.12,25,811.95,24,759.31,26,607.01,25,686.07,25,801.08,27,689.45,22,633.16,22,634.35,29,936.59,27,528.41,746.15,994.51,1000.18,1852.47,3166.81,384.25,0.400495663,1212,0.192696572,8672.78,0.4
50749771,606,30,435.34,35,821.06,35,675.07,24,719.75,34,696.81,29,753.96,31,513.87,31,808.87,39,676.38,37,559.25,33,887.83,29,632,1141.24,1610.95,1897.01,2253.01,619.98,NA,0.466872905,1224,0.217019867,8154.19,0.530136986
54489891,829.03,45,1001.8,41,1064.24,45,1338.54,50,1124.08,49,847.51,40,1298.54,42,932.41,41,790.45,37,835.62,45,814.11,48,1074.24,46,969.96,1771.77,1788.21,2052.29,2398.7,2066.93,902.71,0.266516208,1309,0.168919633,11950.57,0.724657534
58559816,361.51,17,284.97,13,257.05,14,372.07,18,507.18,21,363.66,15,446.47,22,641.51,22,697.07,23,400.03,19,641.53,24,728.06,24,756.58,712.4,614.67,776.3,865.78,1473.85,501.53,0.252460257,670,0.088579244,5701.11,0.317808219
58719644,585.02,21,576.26,20,900.48,22,852.32,21,375.26,18,733.87,22,750,25,661.7,26,958.79,21,509.49,20,604.61,26,696.17,23,1197.78,606.06,1523.05,2723.64,1637.39,304.02,212.03,0.479474548,1029,0.239371654,8203.97,0.363013699
60569577,395.91,21,468.48,21,471.27,19,694.4,35,577.89,29,338.58,17,420.6,18,495.68,19,365.92,19,488.13,28,456.18,24,422.02,22,975.72,605.66,264.44,1395.86,831.42,933.69,588.27,0.238895558,736,0.126342483,5595.06,0.37260274
68989594,399.99,14,386,9,150.56,8,637.88,21,579.28,11,541.29,22,772.32,32,560.98,22,421.19,22,286.72,14,616.77,19,730.76,26,602.03,766.79,781.9,1165.63,693.54,1341.43,732.42,0.256852792,832,0.126686161,6083.74,0.301369863
74469674,530.99,29,569.43,37,670.85,41,809.46,44,705.06,38,729.5,39,465.22,24,512.27,27,532.42,33,459,27,545.51,31,484.04,27,989.92,959,915.46,944.84,1404.66,1140.89,658.98,0.402416357,1306,0.215298313,7013.75,0.543835616
74749638,473.58,36,461.14,35,708.12,44,542.89,34,560.9,39,566.69,41,711.78,42,576.73,41,520.03,42,561.39,40,410.48,36,579.31,34,909.6,977.29,1218.53,877.47,948.61,1159.85,581.69,0.305111821,861,0.143817961,6673.04,0.635616438
81899922,436.39,17,319.58,18,540.95,21,502.45,18,666.03,25,529.45,23,509.5,21,356.01,16,423.12,17,578.07,25,587.34,25,634.42,33,877.05,1257.82,961.31,717.44,1183.43,289.05,797.21,0.381120944,898,0.194825599,6083.31,0.354794521
82169628,473.14,51,432.5,42,632.6,44,819.81,51,825.1,53,653.72,54,588.72,48,530.25,44,575.88,48,604.75,57,673.78,58,864.57,56,721.9,1333.39,1328.54,1072.64,1140.19,1258.69,819.47,0.38580091,795,0.158070373,7674.82,0.830136986
87669893,483.79,24,480.77,24,500.32,19,532.57,23,806.97,25,633.17,24,677.19,26,782.4,26,740.72,20,527.38,16,553.62,22,884.35,25,997.67,754.88,935.74,1387.73,1377.96,927.18,1222.09,0.518628421,1227,0.253704607,7603.25,0.375342466
89339863,494.21,24,353.07,24,654.79,28,666.85,31,717.79,36,678.72,43,736.09,37,908.95,43,846.04,38,778.09,37,520.4,32,732.73,35,809.56,1199.36,1047.21,907.87,1660.63,1353.59,1109.51,0.291280148,1197,0.136048121,8087.73,0.55890411
89549991,673.6,22,714.97,26,916.5,30,950.77,24,1019.58,23,756.5,25,878.3,21,710.47,25,680.91,24,818.37,22,776.42,22,975.31,24,458.92,1243.04,2638.74,1565.08,1021.32,2469.08,475.52,0.411825996,923,0.188327412,9871.7,0.394520548
90719945,359.47,16,775.43,35,980.96,36,904.12,36,936.55,41,564.41,20,645.21,21,553.94,23,626.46,29,559.6,21,1012.84,22,1744.51,34,1058.89,1192.45,1134.16,1372.03,1765.79,1769.38,1370.8,0.261400949,1049,0.13431218,9663.5,0.457534247
90759873,616.13,22,708.42,26,668.53,22,1004.77,26,715.57,26,609.45,16,844.33,27,667.92,14,414.31,12,447.84,21,397.34,15,327.94,12,1956.22,1162.82,865.91,693.56,873.46,805.3,1065.28,0.438950555,1308,0.215860999,7422.55,0.32739726
91509855,661.43,31,696.09,25,875.81,30,820.98,37,820.82,34,842.5,33,819.88,25,947.44,32,866.32,23,567.68,33,778.66,31,882.23,31,306.32,456.19,658.84,1587.55,3178.03,2447.89,945.02,0.174140358,1056,0.070621346,9579.84,0.5
93409697,404.91,23,458.79,34,477.88,32,527.43,29,594.38,31,563.25,34,705.53,37,606.06,36,522.83,28,494.36,31,477.44,36,606.94,36,520.1,769.56,930.56,807.18,1097.39,1379.63,935.38,0.297330595,745,0.149850163,6439.8,0.530136986
94209932,677.37,44,679.15,39,645.12,38,589.41,41,498.64,38,490.94,40,518.67,41,256.36,18,463.22,34,570.05,39,613.44,39,559.5,45,1114.33,961.09,901.86,1028.95,1315.24,721.23,519.17,0.216943958,952,0.119785106,6561.87,0.624657534
99579555,603.02,15,581.93,17,360.61,11,902.72,17,627.6,15,146.77,3,1636.7,38,1161.01,22,1393.08,35,1475.47,35,936.32,29,1401.86,25,1209.52,1826.29,1002.94,1252.46,2485.67,1534.02,1916.19,0.270730614,690,0.093723437,11227.09,0.35890411
99849772,572.9,26,565.88,23,726.16,24,760.76,35,658.92,29,912.23,38,824.06,38,1524.68,32,583,25,481.5,22,471.79,20,446.59,18,1608.47,832.92,789.03,1627.01,2035.66,1328.56,306.82,0.212810348,1289,0.081032359,8528.47,0.452054795
22369830,452.46,39,344.1,37,555.55,42,453.89,38,398.1,38,431.91,31,521.83,33,570.8,14,495.38,38,390.62,35,451.52,35,804.8,45,1037.83,1239.07,841.42,750.12,1079.27,708,215.25,0.236461487,645,0.114811442,5870.96,0.582191781
25609602,726.72,49,641.48,50,759.79,39,777.04,49,741.56,58,703.06,48,696.6,48,688.78,53,560.99,46,515.85,48,375.3,22,670.11,44,705.08,1087.56,1208.47,1052.22,1172.37,1450.82,1180.76,0.229224104,1108,0.115571554,7857.28,0.75890411
31449864,427.81,21,269.83,15,767.48,27,728.28,23,897.84,29,500.21,17,765.06,31,478.21,21,576.65,24,705.5,26,794.07,31,660.87,21,1823.1,846.43,1043.46,1083.88,2033.9,525.09,215.95,0.333628842,1002,0.159772605,7571.81,0.391780822
33629761,387.66,19,319,18,281.05,15,476.51,18,955.7,28,536.19,25,710.52,27,603.75,27,326.72,16,448.18,22,447.13,24,554.26,22,524.07,1054.21,879.37,1010.38,1163.84,827.92,586.88,0.298430899,1144,0.149676136,6046.67,0.357534247
39539904,589.11,21,400.7,18,810.06,22,691.31,22,553.13,19,341.92,15,519.37,18,378.55,17,692.88,23,508.45,24,569.16,22,729.42,23,722.69,967.81,766.04,641.12,1269.78,1335.41,1081.21,0.29139449,1210,0.147142942,6784.06,0.334246575
44889575,352.88,6,297.87,7,446.95,11,564.81,13,447.82,16,426.5,12,529.48,14,661.89,20,856.28,29,525.84,20,572.76,20,684.47,21,231.82,501.49,584.01,592.52,1025.5,2328.54,1103.67,0.297419805,939,0.126941144,6367.55,0.25890411
50069642,682.71,36,816.62,36,942.58,38,880.22,36,923.71,37,819.65,33,835.42,32,723.93,22,822.46,39,784.78,36,802.12,36,877.32,42,1124.8,2337.5,1334.07,1243.71,1052.66,1590.67,1228.11,0.288178914,1167,0.136217107,9911.52,0.579452055
51489647,481.93,24,450.62,18,767.7,29,439.91,14,763.31,28,729.53,33,772.97,33,779.62,26,623.66,27,537.66,24,558.04,26,844.84,34,653.27,1085.8,821.95,1345.34,1133.29,1240.88,1469.26,0.361602497,1208,0.180134165,7749.79,0.432876712
54279955,719.53,24,651.36,27,970.62,33,870.37,25,775.78,24,733.48,22,913.73,24,762.71,30,840.83,25,749.91,25,657.67,20,1031.46,21,291.38,505.39,1335.95,722.57,505.38,4947.63,1369.15,0.26681128,1247,0.163947484,9677.45,0.410958904
64779948,612.96,28,822.81,35,612.77,24,767.13,22,552.1,22,690.22,15,589.29,11,550.62,8,471.15,19,555.49,25,707.63,37,923.25,32,858.38,1657.5,1800.71,1450.88,1226.98,641.9,219.07,0.333717358,1159,0.164581867,7855.42,0.380821918
65649582,271.72,18,233.58,13,480.65,18,821.34,25,935.16,25,449.54,23,725.56,28,672.78,31,744.51,32,676.96,28,576.3,27,1254.88,36,282.33,714.76,1275.85,1360.85,1654.37,1590.58,964.24,0.324980725,829,0.160718127,7842.98,0.416438356
79739971,451.26,35,646.21,34,921.25,34,705.1,33,722.36,31,414.62,26,403.21,29,176.54,22,157.28,12,99.59,8,256.79,18,142.3,5,527.05,1084.48,709.04,820.45,773.27,462.47,719.75,0.28253866,968,0.161385813,5096.51,0.393150685
87429821,523.62,19,675.84,18,682.02,19,740.47,20,1181.48,26,1056.29,31,907.93,29,1503.61,34,1416.45,35,1496.47,37,1566.55,40,1454.22,34,1033.58,1677.93,1548.85,1965.66,1361.02,1733.15,3884.76,0.226591001,820,0.07310463,13204.95,0.468493151
87789937,647.6,28,625.36,23,588.55,17,511.98,21,518.57,25,681.72,28,614.98,27,673.42,32,648.55,24,552.77,26,417.01,19,620.75,23,731.77,1114.63,963.87,1347.65,1130.3,1041.74,771.3,0.387690538,1051,0.202976076,7101.26,0.401369863
92549927,402.69,22,265.24,19,643.34,29,649.03,24,402.98,23,305.95,18,558.9,24,453.63,26,438.02,31,377.61,18,522.97,29,855.87,29,390.31,1697.65,964.9,933.03,896.57,528.46,465.31,0.235419327,614,0.234951555,5876.23,0.4
99849946,414.92,25,243.7,18,479.49,27,431.49,27,438.13,19,412.63,21,543.07,33,531.22,25,311.52,23,332.67,23,153.63,8,580.67,22,513.26,501.03,676.31,397.18,859.26,919.98,1006.12,0.345402573,826,0.200238297,4873.14,0.371232877
1819868,866.57,43,1094.66,40,934.83,37,923.63,32,833.07,32,706.3,35,822.11,32,554.62,32,765.65,32,921.13,33,631.38,25,901.19,27,1351.62,1318.71,600.68,1440.7,1507.35,2040.92,1695.16,0.369603098,1496,0.172711755,9955.14,0.547945205
5069782,391.41,24,259.45,15,190.59,12,539.26,22,659,43,733.83,47,755.45,44,633.28,32,715.23,43,731.98,41,415.34,35,562.3,30,570.33,968.77,1386.36,340.92,981.42,894.57,1444.75,0.224485836,626,0.106489532,6587.12,0.531506849
5769745,478.04,28,280.88,20,560.69,27,326.74,20,510.34,21,352.47,20,434.08,22,387.02,19,251.73,12,397.92,18,305.41,20,660.72,22,1031.95,1279.49,891.5,791.18,822.99,128.93,NA,0.249034749,555,0.145771985,4946.04,0.34109589
5989664,429.6,29,479.67,35,513.14,31,600.58,42,603.49,41,398.99,29,479.34,39,547.87,29,587.78,38,684.73,48,622.24,34,839.45,42,964.91,1063.6,859.41,849.41,458.18,1566.13,1025.24,0.189079055,451,0.088824715,6786.88,0.598630137
6509998,551.07,22,603.14,28,606.97,24,759.16,24,635.85,27,514.24,28,612.02,27,609.37,35,538.35,24,859.89,35,581.31,32,1060.3,34,897.78,783.66,1002.2,923.53,1158.75,1939.09,1226.66,0.168515012,795,0.072625169,7931.67,0.465753425
7399797,707.51,24,624.22,19,831.1,26,807.68,21,976.38,32,671.91,23,508.12,14,548.62,21,799.42,26,927.02,28,874.99,28,953.01,28,994.75,1034.71,1459.08,1359.92,1521.89,1433.61,1426.02,0.247348887,878,0.131978163,9229.98,0.397260274
9319932,383.3,25,640.43,26,662.42,19,731.56,22,669.96,24,592.42,25,646.95,26,679.97,16,720.22,27,513.75,27,301.21,22,812.98,23,696.68,1055.09,1129.66,931.61,1193.41,987.55,1361.17,0.532230265,1087,0.237515446,7355.17,0.38630137
11359796,380.45,21,378.83,20,666.52,28,611.37,32,479.35,25,408.19,22,601.69,27,458.65,25,313.64,26,551.9,29,680.28,31,765.74,29,343.61,1428.42,660.04,625.97,1293.16,1213.03,732.38,0.235690236,653,0.100974897,6296.61,0.431506849
15359610,598.93,34,546.73,26,652.76,32,985.24,43,653.32,30,682.38,34,800.39,38,733.28,30,626.74,35,747.77,34,481.12,28,940.32,37,646.63,1496.26,798.03,1110.46,1041.33,2046.17,1310.1,0.186565135,873,0.080944316,8448.98,0.549315068
15529926,465.18,23,691.04,23,650.92,29,549.46,23,562.63,27,470.12,26,513.42,21,533.02,22,289.23,17,456.25,22,667.62,26,466.14,15,985.5,1021.65,641.46,1444.15,1056.84,662.54,502.89,0.229320229,1108,0.141746398,6315.03,0.375342466
16269899,390.03,28,487.24,29,689.93,37,563.13,32,573.78,36,504.83,36,363.16,25,707.3,32,336.45,32,388.17,31,428.02,36,459.87,37,498.91,733.87,915.09,876.31,1065.98,816.37,985.38,0.320396601,925,0.170542548,5891.91,0.535616438
17659971,690.91,53,651.99,39,1095.4,45,886.7,53,989.1,48,874.15,48,714.28,47,877.92,45,801.56,44,773.9,45,844.08,51,902.93,45,1503.79,1669.18,1639.39,1427.45,1578.86,1438.96,845.29,0.354259323,1123,0.205773381,10102.92,0.771232877
17779854,532.79,30,510.76,25,779.17,33,546.35,20,491.06,21,500.26,24,601.92,24,576.84,25,483.91,20,451.7,23,439.98,17,614.18,25,757.3,819.88,934.08,1049.66,1001.03,1205.94,761.03,0.307666099,1131,0.207549552,6528.92,0.393150685
18579998,772.8,22,608.44,21,882.47,24,650.19,23,741.2,25,802.26,25,879.42,33,586,22,922.08,26,905.42,28,1018.57,28,827.55,28,979.17,1167.55,1004.99,1391.39,1829.35,1907.53,1316.42,0.194911504,989,0.080432014,9596.4,0.417808219
20009638,533.58,29,448.5,23,724.32,35,722.84,29,615.17,40,685.5,29,615.18,28,656.42,29,696.21,26,487.94,28,568.93,32,731.57,30,1157.6,1080.97,1088.16,1000.05,983.22,1082.44,1093.72,0.230013643,1155,0.147800904,7486.16,0.490410959
20139926,816.57,22,1128.69,23,1066.27,23,1156.44,26,1308.52,24,808.18,21,1117.29,31,1194.62,28,1061.94,23,1001.74,21,706.47,17,1215.35,23,1060.48,1225.57,1302.57,2004.17,2220.53,2873.9,1894.86,0.279991047,1084,0.142307711,12582.08,0.38630137
20579853,615.55,42,639.19,43,839.95,41,793.24,40,694.77,44,739.67,46,639.03,46,1106.31,49,682.17,45,604.05,41,599.71,41,684.75,36,1058.07,1704.86,1337.77,1391.59,1609.74,1330.15,206.21,0.347624848,945,0.194482858,8638.39,0.704109589
21349918,338.67,14,483.52,17,577.68,15,515.78,14,604.18,22,349.01,17,753.73,27,566.22,24,604.22,27,540.74,26,648.69,29,635.18,27,556.41,653.19,710.24,769.68,692.28,1960.66,1275.16,0.211513415,931,0.088418057,6617.62,0.354794521
21599620,503.82,33,586.57,29,542.1,27,463.19,21,660.81,28,539.68,28,576.32,28,588.73,26,604.43,32,689.81,34,426.93,22,682.36,30,1266.54,1330.92,1110.42,961.43,1048.18,620.87,526.39,0.240599378,800,0.121672887,6864.75,0.463013699
22099902,313.37,28,379.73,35,559.62,31,706.03,36,538.63,32,428.75,28,503.22,38,457.79,27,383.3,32,497.65,39,580.86,38,809.82,41,588.02,1003.98,1353.04,1280.65,623.9,1227.28,81.9,0.26846543,593,0.149646536,6158.77,0.554794521
23669807,761.45,18,872.34,20,1123.04,27,1197.07,23,1049.24,23,741.11,24,1124.21,24,831.05,21,955.84,18,895.8,25,652.05,23,1118.48,28,733.83,2075.76,1831.58,3697.89,1445.8,842.14,694.68,0.285714286,1255,0.129135703,11321.68,0.375342466
28209623,480.19,20,466.38,20,572.38,27,329.38,29,679.99,22,305.26,19,257.48,14,731,25,522.26,19,411.01,26,387.06,21,701.39,29,673.89,1062.03,801.11,953.85,1328.3,649.83,374.77,0.404287326,1002,0.189495218,5843.78,0.371232877
28939576,187,6,193.42,6,268.82,9,14.76,1,41.12,3,444.95,6,2952.62,13,2060.25,17,690.64,10,753.29,8,946.32,21,1230.54,28,468.81,2481.46,1306.38,1962.24,1145.83,1581.82,837.19,0.257249766,748,0.096480851,9783.73,0.175342466
30429758,391.8,20,438.46,23,311.7,19,463.89,26,414.71,24,533.11,25,479.41,24,472.66,16,532.67,22,470.85,25,459.19,15,677.76,21,519.66,635.32,1227.58,834.01,1439.67,703.57,286.4,0.265973826,671,0.12518825,5646.21,0.356164384
30729553,290.38,15,342.31,16,517.75,14,334.36,13,290.27,12,380.93,19,306.91,14,460.75,22,659.01,32,584.68,30,466.44,24,658.81,30,284.3,788.34,631.58,509.41,1000.95,1064.99,1013.03,0.277996624,585,0.140582882,5292.6,0.330136986
31179986,376.19,21,361.48,25,606.6,33,562.63,23,354.19,28,290.43,25,648.57,32,374.25,27,442.93,25,292.84,20,442.12,22,585.2,27,470.57,860.44,494.44,783.14,997.81,955.2,775.83,0.335743335,974,0.151320539,5337.43,0.421917808
31449801,267.71,24,375.17,28,530.49,34,414.48,26,497.96,33,445.4,39,485.25,37,617.39,39,454.47,34,412.16,35,291.89,25,503.05,35,389.46,683.42,833.3,751.31,887.45,975.5,774.98,0.388096409,564,0.226172158,5295.42,0.532876712
32239576,645.61,15,390.48,19,615.3,21,870.94,20,1076.7,40,1175.6,39,769.11,33,1294.89,43,1467.43,46,1309.79,42,1171.57,40,1281.14,40,1260.75,1817.42,1334.04,1956.47,2202.02,2054.19,1443.67,0.253335839,1486,0.126414317,12068.56,0.545205479
32329887,420.03,22,509.56,21,387.14,27,543.3,26,419.12,25,375.7,25,341.28,27,432.1,24,470.41,23,414.22,24,434.76,27,341.87,23,683.62,633.68,673.47,582.47,1066.8,1215.99,233.46,0.420709631,726,0.200676901,5089.49,0.402739726
32699898,835.47,41,637.77,42,730.23,46,747.33,45,940.43,46,688.56,42,629.3,40,643.17,37,593.61,37,620.97,42,643.28,46,866.67,45,644.95,2163.12,1535.01,1562.68,1186.41,1045.19,439.43,0.425796426,900,0.207507473,8576.79,0.697260274
34489919,448.48,28,460.96,24,534.08,27,603.4,26,505.09,27,352.1,22,420.45,22,417.79,24,438.94,18,513.32,25,510.25,27,649.46,28,332.26,462.06,544.62,441.29,484.45,2336.15,1253.49,0.250521921,1025,0.11418438,5854.32,0.408219178
34799841,537.24,28,549.89,25,642.52,30,813.09,35,757.13,38,603.21,36,707.15,21,807.5,36,489.82,29,593.05,27,615.38,34,627.03,32,1019.57,1173.78,1186.06,853.75,678.12,2011.51,820.22,0.261542793,1077,0.146623419,7743.01,0.508219178
35159952,293.58,15,224.73,14,431.71,21,332.76,18,547.26,25,363.28,17,533.75,19,520.1,21,407.82,20,409.72,25,466.1,22,545.81,29,299.9,545.52,805.5,495.29,505.49,932,1492.92,0.304550439,1133,0.168560488,5076.62,0.336986301
35389919,1071.87,22,985,25,1151.18,25,389.08,8,597.07,14,903.54,22,984.22,28,642.7,14,2204.44,31,1015.98,21,987.49,19,1385.48,23,1419.57,1994.33,1725.45,1529.6,3032.6,1417.13,1199.37,0.238836265,1024,0.09523897,12318.05,0.345205479
41589878,240.29,24,335.12,28,675.52,32,498.56,34,806.48,50,629.72,34,524.86,29,694.98,47,376.73,24,304.83,22,413.23,29,500.31,27,873.97,857.68,784.53,853.87,915.29,908.39,806.9,0.197178252,874,0.105623695,6000.63,0.520547945
41809980,816.27,31,795.08,24,867.37,29,938.47,29,911.96,32,976.37,32,1061.38,32,955.86,28,952.13,33,820.53,32,903.09,28,1057.74,36,977.56,1746.9,1453.84,966.11,1504.11,3815.82,591.91,0.264914055,1117,0.111509612,11056.25,0.501369863
